Name,Description,Stars,URL,Comment,Star_Category,Project_Category,Recommendation
Megacity-2019,"Megacity is a sample showcasing streaming a large scale environment. It also contains an action-packed, multiplayer shooter mode. It leverages the power of Netcode for Entities for an immersive, multiplayer experience that can support 64+ players simultaneously.",492,https://github.com/Unity-Technologies/Megacity-2019,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
packer-plugin-googlecompute,Packer plugin for Google Compute Builder,3,https://github.com/Unity-Technologies/packer-plugin-googlecompute,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
data-dead-mans-switch,A bypass monitoring prober,4,https://github.com/Unity-Technologies/data-dead-mans-switch,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
brg-shooter,Unity blog-post sample showing BatchRendererGroup and Burst/JobSystem. Focus is high performance even on budget mobile devices. Unity 2022.3.5 or above required,287,https://github.com/Unity-Technologies/brg-shooter,Mid-level popularity - Render or graphics package,Orta Popüler,Render/Grafik Paketi,Genel kullanıma uygun.
UnityLiveCapture,Unity Live Capture package and companion apps (Face Capture and Virtual Camera).,35,https://github.com/Unity-Technologies/UnityLiveCapture,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
serverless-api-cloudfront-for-serverless-v3-fork,Serverless Plugin - CloudFront distribution in front of your API Gateway,1,https://github.com/Unity-Technologies/serverless-api-cloudfront-for-serverless-v3-fork,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
HDR-Calibration-Sample,This HDR Calibration Sample project shows how an HDR calibration menu with Neutral Tonemapping can be implemented.,21,https://github.com/Unity-Technologies/HDR-Calibration-Sample,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
psl-content,A collection of sample content for the PolySpatial team.,13,https://github.com/Unity-Technologies/psl-content,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.services.samples.multiplayer-chess-cloud-code,No description,24,https://github.com/Unity-Technologies/com.unity.services.samples.multiplayer-chess-cloud-code,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ind-bermuda-opensfm,Open source Structure-from-Motion pipeline,8,https://github.com/Unity-Technologies/ind-bermuda-opensfm,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityKeyer,Use the Unity Keyer to create an alpha mask from green screen images in the Unity Editor.,33,https://github.com/Unity-Technologies/UnityKeyer,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
UnityOSCProtocolSupport,Send and receive control messages between the Unity Editor and external devices using the Open Sound Control (OSC) protocol.,32,https://github.com/Unity-Technologies/UnityOSCProtocolSupport,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
cicd-unity-project-exampleunity,An example Unity project.,1,https://github.com/Unity-Technologies/cicd-unity-project-exampleunity,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
sentis-samples,Sentis samples internal development repository. Contains example and template projects for Sentis package use.,179,https://github.com/Unity-Technologies/sentis-samples,Mid-level popularity - Artificial intelligence package,Orta Popüler,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
UnityBlackmagicVideo,"The Blackmagic Video package helps you leverage video capture cards from Blackmagic Design to input and output pro-grade video and audio in the Unity Editor and runtime builds, unlocking new workflows for users working in film, virtual production, live events, and broadcast.",22,https://github.com/Unity-Technologies/UnityBlackmagicVideo,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mr-example-meta-openxr,"Mixed Reality example project featuring integration of OpenXR, XR Interaction Toolkit, XR Hands, AR Foundation and the Meta-OpenXR package. This project will allow creators to quickly get up and running with their own mixed reality games and apps using the Meta Quest 2, Quest Pro and Quest 3 devices.",108,https://github.com/Unity-Technologies/mr-example-meta-openxr,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
CastleCore,"Castle Core, including Castle DynamicProxy, Logging Services and DictionaryAdapter",1,https://github.com/Unity-Technologies/CastleCore,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Newtonsoft.Json,Json.NET is a popular high-performance JSON framework for .NET,1,https://github.com/Unity-Technologies/Newtonsoft.Json,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
DotNetSeleniumExtras,Extra utilities for use with the Selenium .NET language bindings,2,https://github.com/Unity-Technologies/DotNetSeleniumExtras,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
selenium,A browser automation framework and ecosystem.,2,https://github.com/Unity-Technologies/selenium,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
appium-dotnet-client,Extension to the official Selenium dotnet webdriver ,2,https://github.com/Unity-Technologies/appium-dotnet-client,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
fluong-com.unity.netcode.gameobjects-test,Netcode for GameObjects is a high-level netcode SDK that provides networking capabilities to GameObject/MonoBehaviour workflows within Unity and sits on top of underlying transport layer.,1,https://github.com/Unity-Technologies/fluong-com.unity.netcode.gameobjects-test,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
fluong-com.unity.netcode.gameobjects-test2,Netcode for GameObjects is a high-level netcode SDK that provides networking capabilities to GameObject/MonoBehaviour workflows within Unity and sits on top of underlying transport layer.,1,https://github.com/Unity-Technologies/fluong-com.unity.netcode.gameobjects-test2,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
AppiumWebDriverAgent,A WebDriver server for iOS and tvOS,2,https://github.com/Unity-Technologies/AppiumWebDriverAgent,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
unity-cloud-asset-manager-for-blender,"An example of Unity Cloud Asset Manager integration with Blender, to demonstrate how to use the Unity Cloud Python SDK.",22,https://github.com/Unity-Technologies/unity-cloud-asset-manager-for-blender,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ucb-URPAmosphericScattering,No description,8,https://github.com/Unity-Technologies/ucb-URPAmosphericScattering,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
ucb-boss-room-tests,"A small-scale cooperative game sample built on the new, Unity networking framework to teach developers about creating a similar multiplayer game.",8,https://github.com/Unity-Technologies/ucb-boss-room-tests,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
k8s-config-connector,"GCP Config Connector, a Kubernetes add-on for managing GCP resources",2,https://github.com/Unity-Technologies/k8s-config-connector,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
com.unity.live-capture.stype,The Stype package extends the Live Capture package functionality to capturing data from camera tracking devices that support the Stype protocol.,11,https://github.com/Unity-Technologies/com.unity.live-capture.stype,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
a11y-public-sample,Sample project using the Unity Accessibility APIs,13,https://github.com/Unity-Technologies/a11y-public-sample,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
megacity-metro,"Megacity-Metro: a thrilling shooter game, using Netcode for Entities for a multiplayer experience supporting 128+ players. Latest DOTS packages and Unity Gaming Services elevate the user experience, demonstrating how to craft engaging multiplayer games.",642,https://github.com/Unity-Technologies/megacity-metro,Popular - General Unity package,Popüler,Genel Unity Paketi,Genel kullanıma uygun.
gocyclo,Calculate cyclomatic complexities of functions in Go source code.,2,https://github.com/Unity-Technologies/gocyclo,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Industry-Product-Configurator,"This is a light weight product configurator framework that supports Visibility, Material and transform variants",30,https://github.com/Unity-Technologies/Industry-Product-Configurator,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
fx-profiler-server,Firefox Profiler server and data storage infrastructure ,1,https://github.com/Unity-Technologies/fx-profiler-server,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
fx-profiler-frontend,Firefox Profiler — Web app for Firefox performance analysis,2,https://github.com/Unity-Technologies/fx-profiler-frontend,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
usamply,Command-line sampling profiler for macOS and Linux,4,https://github.com/Unity-Technologies/usamply,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
libunwind,"libunwind official github repo (in need of new / additional maintainer, mail/open issue if interested)",1,https://github.com/Unity-Technologies/libunwind,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
ECSGalaxySample,ECS sample demonstrating an automated simulation of teams of spaceships fighting for the control of planets,187,https://github.com/Unity-Technologies/ECSGalaxySample,Mid-level popularity - General Unity package,Orta Popüler,Genel Unity Paketi,Genel kullanıma uygun.
pixyz-sdk-samples,This repository contains samples for the pixyz SDK ,6,https://github.com/Unity-Technologies/pixyz-sdk-samples,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
data-protobuf-go,Go support for Google's protocol buffers,1,https://github.com/Unity-Technologies/data-protobuf-go,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
pict,Pairwise Independent Combinatorial Tool,2,https://github.com/Unity-Technologies/pict,Low popularity - Artificial intelligence package,Düşük Popülerlik,Yapay Zeka Paketi,Gelişmiş oyun yapay zekası geliştirenler için önerilir.
com.unity.ide.visualstudio,Mirror of com.unity.ide.visualstudio,2,https://github.com/Unity-Technologies/com.unity.ide.visualstudio,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
Per-Object_Outline_RenderGraph_RendererFeature_Example,"Demonstration of creating an Outline Effect for Render Graph using Unity 6, which allows per-object renderer selection.",12,https://github.com/Unity-Technologies/Per-Object_Outline_RenderGraph_RendererFeature_Example,Low popularity - Render or graphics package,Düşük Popülerlik,Render/Grafik Paketi,Genel kullanıma uygun.
unity-cloud-python-sdk-samples,Various samples that show how to use the Unity Cloud Python SDK.,1,https://github.com/Unity-Technologies/unity-cloud-python-sdk-samples,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
mps-legacy-ticket-manager,Data Center Ticket Management App,1,https://github.com/Unity-Technologies/mps-legacy-ticket-manager,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
gitea-sdk,No description,1,https://github.com/Unity-Technologies/gitea-sdk,Low popularity - General Unity package,Düşük Popülerlik,Genel Unity Paketi,Genel kullanıma uygun.
